question_id,model,labels,correct,domain,n_steps
550,gemini,"['Setup' 'Computation' 'Computation' 'Computation' 'Exploration'
 'Exploration' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Exploration' 'Setup' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Setup'
 'Exploration' 'Computation' 'Exploration' 'Computation' 'Exploration'
 'Exploration' 'Computation' 'Computation' 'Exploration' 'Exploration'
 'Computation' 'Computation' 'Setup' 'Verification' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation']",1,qq8933/AIME_1983_2024,45
550,deepseek,"['Setup' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Setup'
 'Backtrack' 'Exploration' 'Exploration' 'Backtrack' 'Backtrack'
 'Backtrack' 'Backtrack' 'Exploration' 'Setup' 'Backtrack' 'Backtrack'
 'Exploration' 'Exploration' 'Backtrack' 'Exploration' 'Conclusion'
 'Computation' 'Conclusion' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Conclusion' 'Exploration'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Conclusion'
 'Computation' 'Exploration' 'Exploration' 'Conclusion' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Backtrack'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Exploration' 'Backtrack'
 'Computation' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Verification' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Conclusion' 'Conclusion' 'Computation' 'Backtrack'
 'Backtrack' 'Backtrack' 'Verification' 'Verification' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Verification' 'Computation' 'Verification' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Backtrack' 'Computation' 'Computation' 'Backtrack'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Conclusion' 'Verification' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Conclusion' 'Conclusion' 'Conclusion'
 'Conclusion']",1,qq8933/AIME_1983_2024,292
551,gemini,"['Exploration' 'Computation' 'Setup' 'Exploration' 'Exploration'
 'Exploration' 'Conclusion' 'Backtrack' 'Verification' 'Backtrack'
 'Backtrack' 'Verification']",1,Idavidrein/gpqa,12
551,deepseek,"['Exploration' 'Computation' 'Backtrack' 'Backtrack' 'Backtrack'
 'Backtrack' 'Exploration' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack'
 'Backtrack' 'Exploration' 'Conclusion' 'Backtrack' 'Verification'
 'Backtrack' 'Exploration' 'Exploration' 'Conclusion' 'Conclusion']",1,Idavidrein/gpqa,27
552,gemini,"['Setup' 'Setup' 'Setup' 'Setup' 'Computation' 'Computation' 'Computation'
 'Computation' 'Setup' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Verification' 'Computation' 'Computation' 'Verification' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Verification' 'Setup' 'Computation' 'Computation' 'Verification'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Verification'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Setup'
 'Verification' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Conclusion']",1,qq8933/AIME_1983_2024,53
552,deepseek,"['Setup' 'Setup' 'Computation' 'Backtrack' 'Exploration' 'Computation'
 'Backtrack' 'Computation' 'Exploration' 'Backtrack' 'Exploration'
 'Computation' 'Backtrack' 'Backtrack' 'Backtrack' 'Computation' 'Setup'
 'Exploration' 'Exploration' 'Backtrack' 'Exploration' 'Backtrack'
 'Backtrack' 'Computation' 'Exploration' 'Conclusion' 'Computation'
 'Backtrack' 'Exploration' 'Setup' 'Exploration' 'Verification'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Backtrack'
 'Exploration' 'Computation' 'Computation' 'Exploration' 'Backtrack'
 'Computation' 'Verification' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Exploration' 'Exploration' 'Setup' 'Backtrack' 'Backtrack' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Setup'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Exploration' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Exploration' 'Conclusion' 'Computation' 'Exploration' 'Exploration'
 'Computation' 'Backtrack' 'Exploration' 'Computation' 'Setup'
 'Computation' 'Setup' 'Exploration' 'Computation' 'Computation'
 'Backtrack' 'Exploration' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Backtrack' 'Computation'
 'Exploration' 'Backtrack' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Backtrack' 'Computation' 'Computation'
 'Conclusion' 'Backtrack' 'Setup' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Conclusion' 'Backtrack' 'Exploration' 'Computation'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Exploration' 'Setup' 'Setup' 'Backtrack'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Exploration' 'Exploration' 'Backtrack'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Setup' 'Computation' 'Backtrack' 'Exploration' 'Backtrack'
 'Computation' 'Computation' 'Backtrack' 'Exploration' 'Backtrack'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Conclusion' 'Exploration' 'Backtrack' 'Backtrack' 'Computation'
 'Backtrack' 'Computation' 'Computation' 'Exploration' 'Backtrack' 'Setup'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Conclusion' 'Exploration' 'Verification' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Exploration' 'Backtrack' 'Backtrack' 'Computation' 'Computation'
 'Exploration' 'Backtrack' 'Exploration' 'Backtrack' 'Backtrack'
 'Computation' 'Backtrack' 'Exploration' 'Setup' 'Exploration' 'Setup'
 'Verification' 'Backtrack' 'Conclusion' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Setup'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Exploration'
 'Conclusion' 'Backtrack' 'Conclusion']",1,qq8933/AIME_1983_2024,350
553,gemini,"['Setup' 'Setup' 'Setup' 'Setup' 'Computation' 'Computation' 'Computation'
 'Exploration' 'Computation' 'Exploration' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Verification' 'Computation' 'Verification' 'Computation' 'Exploration'
 'Verification' 'Setup' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Verification' 'Computation' 'Exploration' 'Exploration'
 'Exploration' 'Computation' 'Setup' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation']",1,AI-MO/NuminaMath-CoT/aops_forum,41
553,deepseek,"['Setup' 'Computation' 'Computation' 'Setup' 'Setup' 'Computation'
 'Conclusion' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Exploration' 'Verification'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Verification' 'Computation' 'Computation' 'Computation' 'Verification'
 'Exploration' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Backtrack' 'Exploration' 'Verification' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Exploration' 'Computation' 'Backtrack' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Backtrack' 'Backtrack' 'Computation' 'Conclusion' 'Exploration'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Verification' 'Verification' 'Computation' 'Setup'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Verification'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Verification'
 'Verification' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Computation' 'Verification' 'Backtrack'
 'Backtrack' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Verification'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Setup' 'Backtrack' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Exploration' 'Backtrack' 'Backtrack' 'Backtrack'
 'Backtrack' 'Conclusion' 'Conclusion' 'Computation' 'Exploration'
 'Backtrack' 'Verification' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Conclusion' 'Backtrack' 'Conclusion' 'Computation'
 'Computation' 'Conclusion' 'Conclusion' 'Computation' 'Backtrack'
 'Backtrack' 'Conclusion' 'Conclusion' 'Conclusion' 'Exploration'
 'Computation' 'Exploration' 'Backtrack' 'Backtrack' 'Backtrack'
 'Conclusion' 'Conclusion' 'Conclusion']",1,AI-MO/NuminaMath-CoT/aops_forum,215
554,gemini,"['Setup' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Verification' 'Computation' 'Verification' 'Computation' 'Setup'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Setup' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Verification' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation']",1,qq8933/AIME_1983_2024,50
554,deepseek,"['Computation' 'Conclusion' 'Exploration' 'Exploration' 'Conclusion'
 'Setup' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Backtrack'
 'Conclusion' 'Conclusion' 'Conclusion' 'Conclusion' 'Setup' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Conclusion' 'Computation' 'Computation' 'Exploration'
 'Exploration' 'Backtrack' 'Exploration' 'Setup' 'Backtrack' 'Conclusion'
 'Backtrack' 'Backtrack' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Computation' 'Setup'
 'Backtrack' 'Exploration' 'Conclusion' 'Exploration' 'Backtrack'
 'Computation' 'Computation' 'Conclusion' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Setup' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Setup' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Exploration' 'Conclusion' 'Conclusion' 'Backtrack'
 'Conclusion' 'Exploration' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Setup'
 'Computation' 'Conclusion' 'Conclusion' 'Conclusion' 'Computation'
 'Verification' 'Backtrack' 'Backtrack' 'Setup' 'Backtrack' 'Backtrack'
 'Backtrack' 'Backtrack' 'Conclusion' 'Verification' 'Verification'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Setup' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Computation' 'Conclusion' 'Conclusion' 'Backtrack' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Backtrack' 'Backtrack' 'Computation' 'Backtrack' 'Computation'
 'Backtrack' 'Computation' 'Computation' 'Conclusion' 'Backtrack'
 'Computation' 'Conclusion' 'Conclusion' 'Computation' 'Computation'
 'Conclusion' 'Conclusion' 'Verification' 'Computation' 'Backtrack'
 'Conclusion' 'Conclusion' 'Conclusion' 'Backtrack' 'Computation'
 'Backtrack' 'Backtrack' 'Computation' 'Conclusion' 'Conclusion'
 'Conclusion' 'Backtrack' 'Backtrack' 'Verification' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Conclusion'
 'Conclusion' 'Conclusion']",1,qq8933/AIME_1983_2024,215
555,gemini,"['Setup' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Setup' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Exploration'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Exploration']",0,AI-MO/NuminaMath-CoT/aops_forum,65
555,deepseek,"['Setup' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Conclusion'
 'Backtrack' 'Backtrack' 'Backtrack' 'Conclusion' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack'
 'Computation' 'Computation' 'Backtrack' 'Setup' 'Computation'
 'Exploration' 'Exploration' 'Computation' 'Computation' 'Conclusion'
 'Setup' 'Conclusion' 'Computation' 'Computation' 'Setup' 'Computation'
 'Setup' 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Backtrack'
 'Backtrack' 'Exploration' 'Conclusion' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Setup' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Backtrack' 'Backtrack' 'Exploration' 'Backtrack' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Setup' 'Computation'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Setup'
 'Computation' 'Backtrack' 'Exploration' 'Backtrack' 'Backtrack'
 'Conclusion' 'Computation' 'Computation' 'Setup' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Backtrack' 'Setup' 'Conclusion' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Setup' 'Computation'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Backtrack'
 'Backtrack' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Backtrack' 'Setup' 'Computation' 'Setup'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Computation' 'Conclusion' 'Computation' 'Conclusion' 'Conclusion'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Exploration' 'Exploration' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Conclusion' 'Computation' 'Computation'
 'Setup' 'Computation' 'Computation' 'Computation' 'Computation' 'Setup'
 'Setup' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Conclusion' 'Computation' 'Conclusion'
 'Computation' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Exploration' 'Exploration' 'Computation' 'Computation' 'Setup'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Exploration' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Setup'
 'Computation' 'Computation' 'Computation' 'Conclusion' 'Computation'
 'Backtrack' 'Backtrack' 'Backtrack' 'Conclusion' 'Conclusion'
 'Exploration' 'Computation' 'Computation' 'Exploration' 'Computation'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Computation'
 'Backtrack' 'Exploration' 'Conclusion' 'Computation' 'Backtrack'
 'Exploration' 'Backtrack' 'Exploration' 'Computation' 'Exploration'
 'Computation' 'Exploration' 'Setup' 'Conclusion' 'Computation'
 'Conclusion' 'Computation']",0,AI-MO/NuminaMath-CoT/aops_forum,295
556,gemini,"['Computation' 'Computation' 'Computation' 'Computation' 'Conclusion'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Setup'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Setup' 'Computation' 'Setup' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Setup' 'Computation' 'Computation' 'Setup'
 'Computation' 'Computation' 'Computation' 'Setup' 'Computation'
 'Computation' 'Setup' 'Setup' 'Computation' 'Setup' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Setup' 'Computation' 'Setup' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Exploration' 'Exploration' 'Setup' 'Computation' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Exploration' 'Computation' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Computation'
 'Exploration' 'Computation' 'Computation' 'Computation' 'Computation']",0,Idavidrein/gpqa,114
556,deepseek,"['Setup' 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Exploration'
 'Backtrack' 'Backtrack' 'Computation' 'Computation' 'Computation'
 'Backtrack' 'Backtrack' 'Backtrack' 'Backtrack' 'Conclusion'
 'Computation' 'Backtrack' 'Backtrack' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Backtrack' 'Computation'
 'Computation' 'Computation' 'Backtrack' 'Backtrack' 'Backtrack'
 'Computation' 'Backtrack' 'Setup' 'Setup' 'Conclusion' 'Backtrack'
 'Backtrack' 'Conclusion' 'Conclusion' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Backtrack' 'Computation' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Conclusion' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Backtrack' 'Backtrack' 'Computation' 'Computation'
 'Backtrack' 'Computation' 'Computation' 'Computation' 'Backtrack'
 'Computation' 'Computation' 'Exploration' 'Setup' 'Computation'
 'Computation' 'Exploration' 'Backtrack' 'Conclusion' 'Backtrack' 'Setup'
 'Backtrack' 'Computation' 'Conclusion' 'Conclusion' 'Backtrack'
 'Conclusion' 'Conclusion' 'Conclusion' 'Setup' 'Backtrack' 'Conclusion'
 'Setup' 'Computation' 'Exploration' 'Conclusion' 'Backtrack' 'Backtrack'
 'Setup' 'Conclusion' 'Conclusion' 'Conclusion' 'Backtrack' 'Backtrack'
 'Conclusion' 'Conclusion' 'Exploration' 'Backtrack' 'Computation'
 'Computation' 'Conclusion' 'Exploration' 'Backtrack' 'Setup'
 'Computation' 'Setup' 'Conclusion' 'Conclusion' 'Conclusion' 'Setup'
 'Setup' 'Conclusion' 'Conclusion' 'Exploration' 'Conclusion'
 'Computation' 'Computation' 'Conclusion' 'Conclusion' 'Setup'
 'Conclusion' 'Conclusion' 'Conclusion' 'Conclusion']",0,Idavidrein/gpqa,141
557,gemini,"['Setup' 'Computation' 'Setup' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Exploration' 'Computation' 'Computation' 'Computation'
 'Exploration' 'Exploration' 'Backtrack' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Setup' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Exploration' 'Computation' 'Computation'
 'Computation' 'Setup' 'Computation' 'Verification' 'Exploration'
 'Computation' 'Computation' 'Computation' 'Exploration' 'Exploration'
 'Computation' 'Setup' 'Verification' 'Exploration' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation' 'Computation'
 'Computation' 'Computation' 'Computation' 'Computation']",1,qq8933/AIME_1983_2024,70
